# From https://iopscience.iop.org/article/10.3847/1538-3881/aae1f5
#Title: Radial velocities from the N2K Project: 6 new cold gas giant planets 
#       orbiting HD-55696, HD-98736, HD-148164, HD-203473, and HD-211810 
#Authors: Ment K., Fischer D.A., Bakos G., Howard A.W., Isaacson H. 
#Table: Radial velocities for N2K stars
#================================================================================
#Byte-by-byte Description of file: ajaae1f5t2_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units   Label  Explanations
#--------------------------------------------------------------------------------
#   1- 10 A10    --      Name   Name of the star
#  12- 21 F10.4  d       JD     Julian Date, JD-2440000
#  23- 40 F18.11 m/s     RVel   Radial Velocity
#  42- 52 F11.7  m/s   e_RVel   Radial Velocity Error
#  54- 59 F6.4   --      SHK    []? Ca II H&K line emission indicator
#--------------------------------------------------------------------------------
HD-10442   16135.1270    -27.44342200000   0.9987580 0.1400 
HD-10442   16167.1030    -15.95504800000   1.1127500 0.1400 
HD-10442   16193.1260    -16.22177700000   1.0050700 0.1390 
HD-10442   16207.9660     -6.25427210000   0.9695720 0.1390 
HD-10442   16319.7270     14.91694500000   1.0029300 0.1390 
HD-10442   16474.1250     14.72840400000   1.0058600 0.1340 
HD-10442   16479.1290     17.15441400000   0.9118440 0.1370 
HD-10442   16487.1290     27.42176500000   0.9503860 0.1390 
HD-10442   16508.1310     16.16705200000   0.9169500 0.1400 
HD-10442   16534.0530     10.59086300000   0.9833770 0.1400 
HD-10442   16585.9210     11.83296000000   1.1318900 0.1370 
HD-10442   16709.7110     -4.08042820000   0.9881320 0.1390 
HD-10442   16875.1410    -23.55875600000   0.8932360 0.1370 
HD-10442   16879.0850    -20.65979100000   1.1970100 0.1370 
HD-10442   17001.7750    -37.21018100000   1.0384200 0.1400 
HD-10442   17233.1370    -18.66916900000   0.8977570 0.1390 
HD-10442   17234.1330    -20.67445700000   0.8264130 0.1400 
HD-10442   17254.1350    -10.93270600000   0.9888790 0.1400 
HD-104437  13778.0720      0.65012669000   0.8180330 0.1940 
HD-104437  13780.0590     -2.35371910000   0.8485320 0.1930 
HD-104437  13781.1460     -1.51411270000   0.8843480 0.1930 
HD-104437  16114.7920      1.05231160000   0.9770630 0.2030 
HD-104588  13778.0740     -0.13347822000   0.8891350 0.1750 
HD-104588  13780.0620      3.86598700000   0.8044100 0.1700 
HD-104588  13781.1490      6.67001760000   0.9044340 0.1690 
HD-104588  16145.7430    -13.54368900000   1.0594700 0.1680 
HD-105279  13015.0440    -19.33436300000   5.3275800        
HD-105279  13016.0810    -18.49801300000   5.4035500        
HD-105279  13017.0550    -74.89849100000  23.2284000        
HD-105279  13017.0570    -18.50301000000   5.2226800        
HD-105279  13069.1230     -0.32546664000   7.6733400        
HD-105279  13370.1440     20.15047700000   1.3978600 0.1900 
HD-105279  13429.9520     -2.35889060000   1.0238600 0.1900 
HD-105279  13837.9530      0.42749927000   1.2858400 0.1830 
HD-105279  14139.0940     -4.29064430000   1.4427900 0.1850 
HD-105279  14839.1390     -7.21759630000   1.2506700 0.1770 
HD-105279  15663.9130     -2.07785980000   1.2289600 0.1790 
HD-105279  15670.9730    -15.45430700000   1.2650800 0.1810 
HD-105304  13190.7900    -20.67985400000   3.0009500        
HD-105304  13197.8010     -9.51432670000   2.3143700        
HD-105304  13198.8380    -10.09566400000   2.3696100        
HD-105304  14247.8660     -2.97498810000   0.9446790 0.2070 
HD-105304  14248.8460     -2.89723870000   1.0055200 0.2040 
HD-105304  14249.8160     -2.42952080000   1.0012600 0.2040 
HD-105304  14251.8510      4.85450550000   0.9668020 0.2060 
HD-105304  14429.1400     -3.96727340000   1.1694700 0.2020 
HD-105304  14548.9970      1.10463660000   1.1612100 0.2110 
HD-105304  15663.9170      3.46521020000   1.1872500 0.2350 
HD-105304  15670.9690     -5.75323870000   1.2211100 0.2440 
HD-106088  13777.9800      5.24967490000   1.2275000 0.1660 
HD-106088  14247.8700     -6.60985650000   0.8405260 0.1580 
HD-106088  14248.8500     -5.42242280000   0.7060610 0.1580 
HD-106088  14249.8200     -0.65559770000   0.8529310 0.1580 
HD-106088  14255.8880      9.25219680000   0.6966920 0.1620 
HD-106088  14278.8500     -4.92342590000   0.6783350        
HD-106088  14279.8410     -2.83499390000   0.7029590 0.1530 
HD-106088  14285.8540     -3.53263440000   0.8493780 0.1490 
HD-106949  13015.0460     -0.67047600000   2.3342900        
HD-106949  13016.0830     -7.89924000000   2.4710000        
HD-106949  13017.0590      3.55498000000   2.2985000        
HD-106949  13069.1110     -6.13651000000   3.1103700        
HD-106949  13480.8600     10.71410000000   2.7218500 0.1370 
HD-107087  13015.0550  -4210.52000000000   2.7796000        
HD-107087  13016.0850   2448.37000000000   3.2555900        
HD-107087  13017.0610   8177.15000000000   3.2379400        
HD-107087  13069.0820  -7761.58000000000   3.1184600        
HD-107087  13425.0320    704.87900000000   2.2477200 0.2160 
HD-107087  13806.9830    749.07500000000   3.0014200 0.2200 
HD-107211  13778.0690     -2.44884270000   0.4818350 0.1710 
HD-107211  13780.0570     -1.65685460000   0.4984350 0.1710 
HD-107211  13781.1400      1.22566740000   0.4687350 0.1720 
HD-108351  13190.7950    -31.68591700000   3.7118800        
HD-108351  13197.7930    -12.24786800000   3.8120600        
HD-108351  13199.7770      0.24597490000   4.0291800        
HD-108351  13399.0800      1.32438880000   1.5772800 0.1980 
HD-108351  13931.7910     -9.44027440000   1.8717800 0.2020 
HD-108351  13932.7400      8.56733050000   1.8329400 0.2040 
HD-108351  14131.0600    -10.23970100000   1.8968200 0.2010 
HD-10882   13775.7380   4005.75000000000   2.5942900 0.1680 
HD-10882   13776.7140   1412.58000000000   2.2114300 0.1690 
HD-10882   13777.7180  -1408.31000000000   1.9699800 0.1680 
HD-10882   13778.7140  -4010.95000000000   2.4868600 0.1670 
HD-108942  13777.9630      1.73104150000   0.9579650 0.1910 
HD-108942  13779.9900      2.55309080000   0.9806620 0.1870 
HD-108942  13781.1430     -7.89129540000   1.0493200 0.1860 
HD-108942  15663.9700      1.90556620000   1.1126900 0.1920 
HD-108942  16147.7400      0.87925826000   1.0840000 0.1900 
HD-109331  13190.8030      6.42588000000   2.6586400        
HD-109331  13197.7980     -9.14988000000   2.4768300        
HD-109331  13198.8350      4.76126000000   2.1216700        
HD-109331  13777.0560      0.38754300000   2.5304500 0.1440 
HD-109331  14131.0560      3.90027000000   2.6717100 0.1450 
HD-109542  13190.7690     -7.75789000000   6.9370700        
HD-109542  13197.7730      3.40308000000   5.3924400        
HD-109542  13198.7920     18.32820000000   5.2947400        
HD-109542  13199.7550      8.19173000000   6.2040600        
HD-109718  13778.0820     -3.89023880000   0.2993620 0.1640 
HD-109718  13780.0710     -1.89000260000   0.3085290 0.1630 
HD-109718  13781.1600     -0.09386836000   0.2960510 0.1650 
HD-109749  13015.1660     -9.21191260000   1.9936300        
HD-109749  13016.1540    -31.17010300000   2.0901300        
HD-109749  13017.1430    -11.36140300000   2.0678900        
HD-109749  13068.9980    -26.25372200000   2.0036800        
HD-109749  13153.7750     -1.69335790000   1.6486900        
HD-109749  13425.0380    -29.70089300000   1.0374700 0.1660 
HD-109749  13425.9530     -7.73205100000   0.9492170 0.1650 
HD-109749  13426.9920     20.54202300000   0.9398730 0.1650 
HD-109749  13428.1040     18.31959400000   1.0595900 0.1620 
HD-109749  13429.0550    -10.68469100000   1.1064200 0.1640 
HD-109749  13429.0620     -9.14017320000   1.0659600 0.1640 
HD-109749  13429.9630    -29.19599800000   0.9890480 0.1640 
HD-109749  13431.0900     -9.12324330000   0.8629580 0.1660 
HD-109749  13478.9320     14.76877100000   1.0676700 0.1680 
HD-109749  13480.8430     13.50875400000   1.0090100        
HD-109749  13483.8300     -1.99001360000   0.9900370 0.1670 
HD-109749  13546.7470     -2.11635510000   1.2386000 0.1660 
HD-109749  13547.7600     26.07044600000   0.8753870 0.1670 
HD-109749  13548.7820     20.35760900000   1.1964000 0.1680 
HD-109749  13549.7790    -15.99311900000   1.1626500 0.1670 
HD-109749  13550.8030    -29.21235800000   1.2677800 0.1650 
HD-109749  13551.8040     -5.23876960000   1.2070500 0.1680 
HD-109749  14547.0020    -15.21287600000   1.3330200 0.1650 
HD-109749  15351.8080      8.38474910000   1.2514800 0.1720 
HD-109749  15663.8920     12.01192200000   1.3273500 0.1700 
HD-109749  15668.9560      8.67343350000   1.1794600 0.1690 
HD-109749  15671.0140     20.73571000000   1.2678500 0.1590 
HD-109749  16641.1320     -5.34218210000   1.1795600 0.1660 
HD-109749  17208.7530    -17.94756300000   1.0729500 0.1590 
HD-109929  13015.0570    -14.40256700000   2.6058800        
HD-109929  13016.0870    -30.05404100000   3.2176600        
HD-109929  13017.0630     -4.54741070000   2.8423400        
HD-109929  13069.1140     17.82503300000   3.3344700        
HD-109929  13425.0550    -14.65427900000   1.5925000 0.1560 
HD-109929  13425.0590    -11.16804300000   1.5072500 0.1560 
HD-109929  13479.9710     -6.05148880000   1.5330200 0.1580 
HD-109929  13725.1560     -7.59021710000   2.3803500 0.1590 
HD-109929  13777.0540      8.85470370000   1.9338100 0.1600 
HD-109929  13806.9380     -6.10811500000   1.8972500 0.1620 
HD-109929  13837.9550      6.52717870000   1.9695700 0.1630 
HD-109929  13841.8350      0.59915444000   2.0810400 0.1580 
HD-109929  13926.7940     11.34554400000   2.0086400 0.1620 
HD-109929  13927.7780     -3.55102960000   2.2603200 0.1620 
HD-109929  13931.8170     -6.05395320000   1.9266600 0.1610 
HD-109929  13932.7690    -11.95659300000   2.2173400 0.1590 
HD-109929  13933.7590     -2.67112350000   1.9468900 0.1580 
HD-109929  14839.1410     -9.30780440000   1.8003900 0.1590 
HD-109929  15663.9240     12.52822300000   2.0168300 0.1640 
HD-109929  15667.9790     11.83538800000   1.8686300 0.1610 
HD-110044  13778.0770      3.40270560000   1.2527000 0.2090 
HD-110044  13780.0650     -1.84873100000   1.2745400 0.2110 
HD-110044  13781.1570      7.98700140000   1.1873000 0.2160 
HD-110044  14247.8750     -1.60870660000   1.0383900 0.2140 
HD-110044  14249.8240     -5.23016140000   1.0063400 0.2140 
HD-110044  14250.9430     -7.99888100000   1.0118100 0.2140 
HD-110743  13926.7970    131.13085000000   0.4796500 0.2610 
HD-110743  13927.7760     81.91702900000   0.4584720 0.2640 
HD-110743  13933.7940   -213.01557000000   0.5694380 0.2600 
HD-111153  13190.7730    -40.29300000000  13.6187000        
HD-111153  13197.7740    -12.85420000000  13.8959000        
HD-111153  13198.7900    -70.97820000000  14.3866000        
HD-111153  13199.7570   -130.22100000000  13.9643000        
HD-111153  13370.1710     -6.17954000000  11.8349000 0.1520 
HD-111153  13398.0690    -17.09500000000  10.5337000 0.1530 
HD-111153  13399.0410    -10.83120000000  10.7263000 0.1530 
HD-111153  13401.0410      9.17915000000  10.6057000 0.1530 
HD-111153  13425.9760     10.70890000000  10.4401000 0.1530 
HD-111153  13427.0110     21.73240000000   9.7315700 0.1530 
HD-111153  13428.1100     17.60930000000   9.8020000 0.1530 
HD-111153  13430.0910     10.23420000000   9.9975900 0.1540 
HD-111153  13431.0630     76.30560000000  19.5340000 0.1520 
HD-111153  13431.0680     51.64890000000   9.8966900 0.1520 
HD-111153  13479.9750     11.92960000000  11.2846000 0.1580 
HD-111153  13480.9140     91.35300000000   9.9861800 0.1580 
HD-111153  13483.8680     54.20480000000  10.3111000 0.1590 
HD-111563  13190.7970   1750.43000000000   1.1802400        
HD-111563  13197.7940   -545.72200000000   0.9624060        
HD-111563  13199.7790  -1179.66000000000   1.0209900        
HD-111814  13015.0590     -9.50138130000   2.1540700        
HD-111814  13016.0890     -7.62449690000   2.1301900        
HD-111814  13017.0650     -9.70998420000   2.1968000        
HD-111814  13044.1650      0.45748096000   1.8512600        
HD-111814  13046.0970     -0.96994061000   1.6366000        
HD-111814  13069.0850      3.80711320000   2.5354600        
HD-111814  13401.0740     -1.53441220000   1.1378900 0.1490 
HD-111814  13483.8110     -5.13875930000   1.4273100 0.1490 
HD-111814  13837.9490     -5.85897450000   1.3243600 0.1490 
HD-111814  14247.8720      0.64327323000   1.1732400 0.1490 
HD-111814  14248.8530     -3.16270780000   1.1144800 0.1480 
HD-111814  14249.8220      1.80332790000   1.0851700 0.1490 
HD-111814  14255.8900      1.58257330000   0.9892420 0.1500 
HD-111814  14278.8540     -2.77358560000   1.0259500 0.1480 
HD-111814  14279.8450      0.66862171000   1.1193900 0.1490 
HD-111814  14635.8240      0.65432742000   1.0216100 0.1500 
HD-111814  14811.1670     -2.71436110000   1.2644100 0.1490 
HD-111814  15663.9400      0.67743814000   1.3393000 0.1480 
HD-112019  13190.7990    -15.62680000000   2.3644000        
HD-112019  13199.7840      2.88552000000   2.3439500        
HD-112019  13777.0500     11.52900000000   2.3583500        
HD-112019  14130.1370     13.62700000000   2.2705400 0.1510 
HD-112337  13190.7740     -0.78309400000   2.1825000        
HD-112337  13197.7790      6.31329000000   2.0183800        
HD-112337  13198.8000     -0.58157600000   1.9429400        
HD-112337  13199.7620      5.82400000000   2.0429700        
HD-112337  14247.8790      5.62931000000   1.6505400 0.1470 
HD-112337  14249.8280     -0.74710600000   1.7449500 0.1470 
HD-112337  14250.9470      2.52925000000   1.7430000 0.1450 
HD-112415  13778.1280      0.61914653000   0.4857120 0.1530 
HD-112415  14248.8560     -1.95054580000   0.4084460 0.1500 
HD-112415  14251.8550     -2.32605810000   0.3827400 0.1510 
HD-11271   13014.7470     -3.94561000000   1.9159400        
HD-11271   13015.7520    -14.19040000000   1.9319100        
HD-11271   13016.7560    -19.11880000000   2.5522300        
HD-11271   13191.1200      4.01228000000   2.6029800        
HD-11271   13604.1010      0.93788900000   2.6119400 0.1490 
HD-113414  13190.8080     21.32130000000   4.8667700        
HD-113414  13197.8030      8.68527000000   4.8139800        
HD-113414  13198.8410    -30.00950000000   4.5488300        
HD-113490  13190.7790  -4659.53000000000   8.0359300        
HD-113490  13197.7830    756.49400000000   6.4098300        
HD-113490  13198.8090   1557.56000000000   5.3723500        
HD-113490  13199.7640   2372.26000000000   6.6424800        
HD-114375  13778.0510  -1923.07710000000   1.2564700 0.1450 
HD-114375  13780.0370  -1922.66860000000   1.2848100 0.1470 
HD-114375  13781.1270  -1916.99470000000   1.3145200 0.1440 
HD-114375  14247.8860   1901.36840000000   1.1401300 0.1470 
HD-114375  14249.8340   1926.63010000000   1.2486600 0.1460 
HD-114375  14250.9530   1932.70160000000   1.2614400 0.1460 
HD-11506   13014.7350      3.90703720000   2.9910900        
HD-11506   13015.7390      4.00198500000   2.9945000        
HD-11506   13016.7410     -8.14916860000   2.9860300        
HD-11506   13191.1220    -33.31041600000   3.5946200        
HD-11506   13207.1010    -60.72194500000   3.1445300        
HD-11506   13208.0840    -46.34129200000   3.3217100        
HD-11506   13368.8380    -61.28460100000   1.6874600 0.1570 
HD-11506   13369.7590    -65.38263900000   1.4904000 0.1570 
HD-11506   13370.7320    -67.11607400000   1.6450700 0.1570 
HD-11506   13397.7300    -65.90025100000   1.2575300 0.1570 
HD-11506   13750.7380     81.41532300000   1.7517200 0.1590 
HD-11506   13775.7290     83.79409900000   1.7982600 0.1580 
HD-11506   13776.7040     86.02361400000   1.6459300 0.1620 
HD-11506   13777.7250     88.63603400000   1.8631600 0.1640 
HD-11506   13778.7190     86.51184100000   2.0376600 0.1620 
HD-11506   13779.7470     79.94003300000   1.8482900 0.1580 
HD-11506   13926.1270     77.89085000000   1.7225900 0.1560 
HD-11506   13933.0910     81.84757000000   1.7488200 0.1580 
HD-11506   13959.1390     92.03335600000   1.2382100 0.1610 
HD-11506   13961.1240     86.70350600000   1.5372400 0.1610 
HD-11506   13981.9830     78.75174800000   1.7062900 0.1570 
HD-11506   14023.9740     64.78525500000   2.0714800 0.1600 
HD-11506   14083.8430     44.52645200000   1.4377400 0.1570 
HD-11506   14085.9210     52.39631700000   1.4490800 0.1530 
HD-11506   14129.7430     67.62168700000   1.4388400 0.1590 
HD-11506   14286.1180     29.98810100000   1.9819500 0.1650 
HD-11506   14295.0950     33.65733000000   1.4223400 0.1590 
HD-11506   14396.8460     32.53104600000   1.4354300 0.1580 
HD-11506   14397.9750     33.63749300000   1.5139800 0.1580 
HD-11506   14427.9130     25.64347300000   1.5175300 0.1590 
HD-11506   15015.1200    -86.25500000000   1.6386700 0.1590 
HD-11506   15016.1150    -79.68000800000   1.5051500 0.1600 
HD-11506   15017.1210    -77.30622800000   1.5203600 0.1610 
HD-11506   15019.1230    -79.74623900000   1.6041600 0.1620 
HD-11506   15027.1130    -72.28733000000   1.4583200 0.1590 
HD-11506   15029.1120    -71.61168700000   1.5225400 0.1580 
HD-11506   15043.1280    -51.75525000000   1.5648700 0.1600 
HD-11506   15044.1330    -56.06248900000   1.7005300 0.1620 
HD-11506   15045.1090    -56.27421800000   1.5838100 0.1610 
HD-11506   15049.1050    -46.90836400000   1.5750300 0.1590 
HD-11506   15074.1000    -43.92744800000   1.5384700 0.1570 
HD-11506   15075.1050    -40.95209400000   1.6145200 0.1580 
HD-11506   15076.1000    -34.59906200000   1.7134000 0.1580 
HD-11506   15077.0910    -33.40638900000   1.5085100 0.1590 
HD-11506   15078.0950    -32.50711700000   1.5369700 0.1610 
HD-11506   15081.1110    -31.26997700000   1.6144300 0.1610 
HD-11506   15082.0960    -34.13157400000   1.5842800 0.1600 
HD-11506   15083.1070    -39.04851400000   1.4835600 0.1590 
HD-11506   15085.0650    -43.63987600000   1.7648300 0.1570 
HD-11506   15133.9970    -19.89696400000   1.5927000 0.1590 
HD-11506   15135.9210    -10.25764200000   1.6352400 0.1600 
HD-11506   15171.9000     -8.13458960000   1.7756600 0.1590 
HD-11506   15172.8830     -5.45289420000   1.6637500 0.1610 
HD-11506   15187.7270    -11.35536900000   1.6532200 0.1600 
HD-11506   15189.8080      2.50905550000   1.5364000 0.1610 
HD-11506   15196.7900      2.16235610000   1.5053900 0.1620 
HD-11506   15229.7190     11.40337600000   1.5712800 0.1600 
HD-11506   15231.7230     16.91425500000   1.6230500 0.1580 
HD-11506   15255.7120     31.44054400000   1.5769900 0.1570 
HD-11506   15260.7140     31.72973600000   1.7563500 0.1490 
HD-11506   15377.1270     44.21704500000   1.5439400 0.1610 
HD-11506   15381.1190     48.25693000000   1.5189400 0.1610 
HD-11506   15396.1220     20.72343200000   1.6186400 0.1590 
HD-11506   15401.0720     36.35291800000   1.4871300 0.1570 
HD-11506   15403.1230     35.08008200000   1.4041200 0.1610 
HD-11506   15405.0930     35.81766200000   1.5113500 0.1590 
HD-11506   15411.1120     34.99933700000   1.5456300 0.1610 
HD-11506   15413.0790     43.42609700000   1.5743800 0.1620 
HD-11506   15426.0840     33.42239200000   1.5656200 0.1620 
HD-11506   15435.0960     36.32064700000   1.5611200 0.1610 
HD-11506   15436.0940     42.28959100000   1.5664700 0.1620 
HD-11506   15437.1290     39.74341900000   1.6319600 0.1630 
HD-11506   15439.1310     37.73042400000   1.4305500 0.1600 
HD-11506   15441.1160     31.98211300000   1.5686400 0.1590 
HD-11506   15455.9780     36.53448000000   1.5985600 0.1610 
HD-11506   15465.0600     38.62831400000   1.6180300 0.1600 
HD-11506   15469.0650     41.82109400000   1.5309000 0.1620 
HD-11506   15471.9670     46.18325900000   1.6251600 0.1630 
HD-11506   15487.0060     51.80660200000   1.5628200 0.1600 
HD-11506   15521.8820     54.75423700000   1.6929100 0.1620 
HD-11506   15528.8090     53.01764300000   1.8004600 0.1610 
HD-11506   15542.9510     52.44327500000   1.6671500 0.1580 
HD-11506   15584.7830     48.59707600000   1.5433300 0.1630 
HD-11506   15771.0850     32.69455000000   1.5560600 0.1580 
HD-11506   15782.1100     24.07922800000   1.5299400 0.1580 
HD-11506   15795.1320     29.41345100000   1.6208000 0.1610 
HD-11506   15812.1130     20.20606100000   1.6789900 0.1580 
HD-11506   15842.0210      3.96155660000   1.7849900 0.1610 
HD-11506   15850.9530     11.01996400000   1.5610000 0.1610 
HD-11506   15852.0280      9.94057760000   1.5930900 0.1610 
HD-11506   15870.9980      6.93055870000   1.8125000 0.1580 
HD-11506   15877.9870     -1.20859210000   1.6606200 0.1590 
HD-11506   15879.9690      4.76001310000   1.5850600 0.1600 
HD-11506   15880.8700      1.37727970000   1.6031700 0.1610 
HD-11506   15881.8260     12.32893600000   1.5350900 0.1610 
HD-11506   15903.7780      7.65100420000   1.5442600 0.1590 
HD-11506   15928.8010     26.10046500000   1.9126700 0.1610 
HD-11506   15960.7460     23.50671000000   1.5161000 0.1590 
HD-11506   15972.7080     10.28546700000   1.5062300 0.1590 
HD-11506   16134.1400    -30.82813500000   1.5700300 0.1580 
HD-11506   16152.1130    -24.90183800000   1.5352900 0.1590 
HD-11506   16168.0630    -10.98909300000   1.7214200 0.1600 
HD-11506   16173.1110    -17.24261900000   1.5913100 0.1600 
HD-11506   16193.0920    -30.05538600000   1.7551100 0.1600 
HD-11506   16202.9960    -31.56115500000   1.9094500 0.1590 
HD-11506   16210.0100    -41.05527500000   1.6576500 0.1590 
HD-11506   16319.6980    -79.97125900000   1.5475200 0.1600 
HD-11506   16327.7120    -92.07500000000   1.4855400 0.1600 
HD-11506   16343.7090    -86.81887400000   1.6503800 0.1550 
HD-11506   16487.1310   -118.58201000000   1.6028800 0.1610 
HD-11506   16508.1360   -134.79025000000   1.5954500 0.1570 
HD-11506   16530.0640   -146.02548000000   1.5923500 0.1570 
HD-11506   16588.9920   -134.29326000000   2.0056700 0.1590 
HD-11506   16613.8960   -117.87411000000   1.9573500 0.1610 
HD-11506   16637.7990   -109.18006000000   1.5801200 0.1590 
HD-11506   16674.7880    -88.15281500000   1.6961700 0.1580 
HD-11506   16708.7130    -75.55763400000   1.7262500 0.1600 
HD-11506   16866.1260     14.28686300000   1.5258900 0.1600 
HD-11506   16867.0990     12.10563100000   1.4740800 0.1610 
HD-11506   16874.1300      7.20061140000   1.4897700 0.1590 
HD-11506   16883.1340      6.84487200000   1.5340000 0.1570 
HD-11506   16892.0840     11.10117200000   1.4518100 0.1590 
HD-11506   16911.0660     10.79973500000   2.5003600 0.1590 
HD-11506   17001.7780     -7.35445090000   1.5501200 0.1590 
HD-11506   17060.7210     21.09532100000   1.5485600 0.1600 
HD-11506   17229.1400     -7.54947760000   1.6011300 0.1590 
HD-11506   17243.1390     -2.56006870000   1.5241500 0.1580 
HD-11506   17254.1380      9.89368970000   1.6536900 0.1590 
HD-11506   17297.0380      8.90260530000   1.6427400 0.1580 
HD-11506   17326.8730      8.87496350000   1.7616700 0.1580 
HD-11506   17355.7900     -2.66210280000   1.5090900 0.1590 
HD-11506   17378.7300     -3.47426280000   1.5571400 0.1600 
HD-11506   17586.1190    -19.40126500000   1.5389000 0.1580 
HD-11506   17672.9940    -62.18855000000   1.6918000 0.1580 
HD-11506   17774.6950    -48.58122500000   1.6330300 0.1580 
HD-116321  13190.8120    -79.71062000000  10.0529000        
HD-116321  13198.8430    -50.93954800000  10.1360000        
HD-116321  13199.8230      1.36039420000  11.4941000        
